image_path,cluster_label
D:/GeoGuessrGuessr/geoguesst\38.76373686186196_139.85077348680383_Index__Index_1.png,6
D:/GeoGuessrGuessr/geoguesst\38.76373686186196_139.85077348680383_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\38.76373686186196_139.85077348680383_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\38.76373686186196_139.85077348680383_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\38.76373686186196_139.85077348680383_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\38.76373686186196_139.85077348680383_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\38.76373686186196_139.85077348680383_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\38.76373686186196_139.85077348680383_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\38.7681942_-7.7194764_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\38.7681942_-7.7194764_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\38.7681942_-7.7194764_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\38.7681942_-7.7194764_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\38.7681942_-7.7194764_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\38.7681942_-7.7194764_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\38.7698041_21.889611_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\38.7698041_21.889611_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\38.7698041_21.889611_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\38.7698041_21.889611_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\38.7698041_21.889611_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\38.7698041_21.889611_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\38.7719749_21.1951703_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\38.7719749_21.1951703_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\38.7719749_21.1951703_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\38.7719749_21.1951703_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\38.7719749_21.1951703_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\38.7719749_21.1951703_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\38.8274372_-9.2472263_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\38.8274372_-9.2472263_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\38.8274372_-9.2472263_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\38.8274372_-9.2472263_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\38.8274372_-9.2472263_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\38.8274372_-9.2472263_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\38.8361192_-7.5736603_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\38.8361192_-7.5736603_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\38.8361192_-7.5736603_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\38.8361192_-7.5736603_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\38.8361192_-7.5736603_Index__Index_6.png,8
D:/GeoGuessrGuessr/geoguesst\38.8361192_-7.5736603_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\38.83955051561577_28.879891792311383_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\38.83955051561577_28.879891792311383_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\38.83955051561577_28.879891792311383_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\38.83955051561577_28.879891792311383_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\38.83955051561577_28.879891792311383_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\38.83955051561577_28.879891792311383_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\38.83955051561577_28.879891792311383_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\38.83955051561577_28.879891792311383_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\38.8611133_30.6488541_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\38.8611133_30.6488541_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\38.8611133_30.6488541_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\38.8611133_30.6488541_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\38.8611133_30.6488541_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\38.8611133_30.6488541_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\38.8611133_30.6488541_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\38.8611133_30.6488541_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\38.8737279_-7.0528053_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\38.8737279_-7.0528053_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\38.8737279_-7.0528053_Index__Index_3.png,5
D:/GeoGuessrGuessr/geoguesst\38.8737279_-7.0528053_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\38.8737279_-7.0528053_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\38.8737279_-7.0528053_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\38.8737279_-7.0528053_Index__Index_7.png,5
D:/GeoGuessrGuessr/geoguesst\38.8737279_-7.0528053_Index__Index_8.png,5
D:/GeoGuessrGuessr/geoguesst\38.9028992_20.9030852_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\38.9028992_20.9030852_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\38.9028992_20.9030852_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\38.9028992_20.9030852_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\38.9028992_20.9030852_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\38.9028992_20.9030852_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\38.9233008_40.0761963_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\38.9233008_40.0761963_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\38.9233008_40.0761963_Index__Index_3.png,5
D:/GeoGuessrGuessr/geoguesst\38.9233008_40.0761963_Index__Index_4.png,5
D:/GeoGuessrGuessr/geoguesst\38.9233008_40.0761963_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\38.9233008_40.0761963_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\38.9233008_40.0761963_Index__Index_7.png,5
D:/GeoGuessrGuessr/geoguesst\38.9233008_40.0761963_Index__Index_8.png,5
D:/GeoGuessrGuessr/geoguesst\38.9246005_35.5998663_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\38.9246005_35.5998663_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\38.9246005_35.5998663_Index__Index_3.png,5
D:/GeoGuessrGuessr/geoguesst\38.9246005_35.5998663_Index__Index_4.png,5
D:/GeoGuessrGuessr/geoguesst\38.9246005_35.5998663_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\38.9246005_35.5998663_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\38.9246005_35.5998663_Index__Index_7.png,5
D:/GeoGuessrGuessr/geoguesst\38.9246005_35.5998663_Index__Index_8.png,5
D:/GeoGuessrGuessr/geoguesst\38.9303461_22.4125688_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\38.9303461_22.4125688_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\38.9303461_22.4125688_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\38.9303461_22.4125688_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\38.9303461_22.4125688_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\38.9303461_22.4125688_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\38.9391212_28.2762617_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\38.9391212_28.2762617_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\38.9391212_28.2762617_Index__Index_3.png,5
D:/GeoGuessrGuessr/geoguesst\38.9391212_28.2762617_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\38.9391212_28.2762617_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\38.9391212_28.2762617_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\38.9391212_28.2762617_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\38.9391212_28.2762617_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\38.9497453_-8.4793318_Index__Index_1.png,6
D:/GeoGuessrGuessr/geoguesst\38.9497453_-8.4793318_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\38.9497453_-8.4793318_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\38.9497453_-8.4793318_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\38.9497453_-8.4793318_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\38.9497453_-8.4793318_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\38.9497453_-8.4793318_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\38.9497453_-8.4793318_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\38.9896653_22.2065636_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\38.9896653_22.2065636_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\38.9896653_22.2065636_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\38.9896653_22.2065636_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\38.9896653_22.2065636_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\38.9896653_22.2065636_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\38.9944069_139.860878_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\38.9944069_139.860878_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\38.9944069_139.860878_Index__Index_3.png,5
D:/GeoGuessrGuessr/geoguesst\38.9944069_139.860878_Index__Index_4.png,5
D:/GeoGuessrGuessr/geoguesst\38.9944069_139.860878_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\38.9944069_139.860878_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\38.9944069_139.860878_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\38.9944069_139.860878_Index__Index_8.png,5
D:/GeoGuessrGuessr/geoguesst\39.0016378_31.1654949_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\39.0016378_31.1654949_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\39.0016378_31.1654949_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\39.0016378_31.1654949_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\39.0016378_31.1654949_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\39.0016378_31.1654949_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\39.0016378_31.1654949_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\39.0016378_31.1654949_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\39.0052383_-9.2132368_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\39.0052383_-9.2132368_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\39.0052383_-9.2132368_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\39.0052383_-9.2132368_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\39.0052383_-9.2132368_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\39.0052383_-9.2132368_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\39.0107266_-9.3801147_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\39.0107266_-9.3801147_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\39.0107266_-9.3801147_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\39.0107266_-9.3801147_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\39.0107266_-9.3801147_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\39.0107266_-9.3801147_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\39.0183805_-8.9657123_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\39.0183805_-8.9657123_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\39.0183805_-8.9657123_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\39.0183805_-8.9657123_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\39.0183805_-8.9657123_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\39.0183805_-8.9657123_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\39.0217353_22.0764859_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\39.0217353_22.0764859_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\39.0217353_22.0764859_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\39.0217353_22.0764859_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\39.0217353_22.0764859_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\39.0217353_22.0764859_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\39.0248306_-0.2193512_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\39.0248306_-0.2193512_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\39.0248306_-0.2193512_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\39.0248306_-0.2193512_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\39.0248306_-0.2193512_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\39.0248306_-0.2193512_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\39.0248306_-0.2193512_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\39.0248306_-0.2193512_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\39.0288004_-8.3660877_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\39.0288004_-8.3660877_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\39.0288004_-8.3660877_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\39.0288004_-8.3660877_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\39.0288004_-8.3660877_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\39.0288004_-8.3660877_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\39.0361283_-8.7375836_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\39.0361283_-8.7375836_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\39.0361283_-8.7375836_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\39.0361283_-8.7375836_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\39.0361283_-8.7375836_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\39.0361283_-8.7375836_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\39.03690307041399_-95.6715256349182_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\39.03690307041399_-95.6715256349182_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\39.03690307041399_-95.6715256349182_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\39.03690307041399_-95.6715256349182_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\39.03690307041399_-95.6715256349182_Index__Index_6.png,8
D:/GeoGuessrGuessr/geoguesst\39.03690307041399_-95.6715256349182_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\39.0496517_140.4163684_Index__Index_1.png,6
D:/GeoGuessrGuessr/geoguesst\39.0496517_140.4163684_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\39.0496517_140.4163684_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\39.0496517_140.4163684_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\39.0496517_140.4163684_Index__Index_5.png,4
D:/GeoGuessrGuessr/geoguesst\39.0496517_140.4163684_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\39.0496517_140.4163684_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\39.0496517_140.4163684_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\39.0580172_-5.2037877_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\39.0580172_-5.2037877_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\39.0580172_-5.2037877_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\39.0580172_-5.2037877_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\39.0580172_-5.2037877_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\39.0580172_-5.2037877_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\39.0609134_-8.6660763_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\39.0609134_-8.6660763_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\39.0609134_-8.6660763_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\39.0609134_-8.6660763_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\39.0609134_-8.6660763_Index__Index_6.png,8
D:/GeoGuessrGuessr/geoguesst\39.0609134_-8.6660763_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\39.0636473523508_-108.55792617396583_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\39.0636473523508_-108.55792617396583_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\39.0636473523508_-108.55792617396583_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\39.0636473523508_-108.55792617396583_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\39.0636473523508_-108.55792617396583_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\39.0636473523508_-108.55792617396583_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\39.0678321_26.8964532_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\39.0678321_26.8964532_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\39.0678321_26.8964532_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\39.0678321_26.8964532_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\39.0678321_26.8964532_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\39.0678321_26.8964532_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\39.0785872_28.7276315_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\39.0785872_28.7276315_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\39.0785872_28.7276315_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\39.0785872_28.7276315_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\39.0785872_28.7276315_Index__Index_6.png,8
D:/GeoGuessrGuessr/geoguesst\39.0785872_28.7276315_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\39.098867413572435_-88.06507120337939_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\39.098867413572435_-88.06507120337939_Index__Index_2.png,4
D:/GeoGuessrGuessr/geoguesst\39.098867413572435_-88.06507120337939_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\39.098867413572435_-88.06507120337939_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\39.098867413572435_-88.06507120337939_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\39.098867413572435_-88.06507120337939_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\39.098867413572435_-88.06507120337939_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\39.098867413572435_-88.06507120337939_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\39.1226923_22.847043_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\39.1226923_22.847043_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\39.1226923_22.847043_Index__Index_3.png,5
D:/GeoGuessrGuessr/geoguesst\39.1226923_22.847043_Index__Index_4.png,5
D:/GeoGuessrGuessr/geoguesst\39.1226923_22.847043_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\39.1226923_22.847043_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\39.1226923_22.847043_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\39.1226923_22.847043_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\39.1470734_33.329597_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\39.1470734_33.329597_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\39.1470734_33.329597_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\39.1470734_33.329597_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\39.1470734_33.329597_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\39.1470734_33.329597_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\39.151753_140.476679_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\39.151753_140.476679_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\39.151753_140.476679_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\39.151753_140.476679_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\39.151753_140.476679_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\39.151753_140.476679_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\39.1603545_-7.3211991_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\39.1603545_-7.3211991_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\39.1603545_-7.3211991_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\39.1603545_-7.3211991_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\39.1603545_-7.3211991_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\39.1603545_-7.3211991_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\39.1603545_-7.3211991_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\39.1603545_-7.3211991_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\39.170119_34.3377931_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\39.170119_34.3377931_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\39.170119_34.3377931_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\39.170119_34.3377931_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\39.170119_34.3377931_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\39.170119_34.3377931_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\39.170119_34.3377931_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\39.170119_34.3377931_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\39.1739692_-9.0854714_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\39.1739692_-9.0854714_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\39.1739692_-9.0854714_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\39.1739692_-9.0854714_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\39.1739692_-9.0854714_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\39.1739692_-9.0854714_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\39.222473_29.7379689_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\39.222473_29.7379689_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\39.222473_29.7379689_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\39.222473_29.7379689_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\39.222473_29.7379689_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\39.222473_29.7379689_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\39.22636167933729_8.996573684452358_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\39.22636167933729_8.996573684452358_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\39.22636167933729_8.996573684452358_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\39.22636167933729_8.996573684452358_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\39.22636167933729_8.996573684452358_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\39.22636167933729_8.996573684452358_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\39.233456_141.309729_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\39.233456_141.309729_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\39.233456_141.309729_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\39.233456_141.309729_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\39.233456_141.309729_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\39.233456_141.309729_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\39.2346_34.5641367_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\39.2346_34.5641367_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\39.2346_34.5641367_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\39.2346_34.5641367_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\39.2346_34.5641367_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\39.2346_34.5641367_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\39.2346_34.5641367_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\39.2346_34.5641367_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\39.2390905_-8.1627489_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\39.2390905_-8.1627489_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\39.2390905_-8.1627489_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\39.2390905_-8.1627489_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\39.2390905_-8.1627489_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\39.2390905_-8.1627489_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\39.2422548_9.2401888_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\39.2422548_9.2401888_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\39.2422548_9.2401888_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\39.2422548_9.2401888_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\39.2422548_9.2401888_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\39.2422548_9.2401888_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\39.2788143_9.5280891_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\39.2788143_9.5280891_Index__Index_3.png,8
